證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00982A,主動群益台灣強棒,"13,266,500","1,332,070","11,934,430",0,0,0,0,0,0,"6,199,445","269,000","80,000","189,000","12,056,197","6,045,752","6,010,445","18,133,875"
9105,泰金寶-DR       ,"20,932,000","3,217,300","17,714,700",0,0,0,0,0,0,"218,884","196,440",0,"196,440","35,444","13,000","22,444","17,933,584"
00992A,主動群益科技創新,"21,430,200","2,278,000","19,152,200",0,0,0,0,0,0,"-2,167,737","100,000","80,000","20,000","8,018,170","10,205,907","-2,187,737","16,984,463"
2610,華航            ,"20,758,017","5,009,241","15,748,776",0,0,0,0,"420,000","-420,000","188,449","54,000","12,000","42,000","189,486","43,037","146,449","15,517,225"
2027,大成鋼          ,"22,061,646","7,177,243","14,884,403",0,0,0,"100,000","423,000","-323,000","164,461","798,583","850,000","-51,417","1,142,743","926,865","215,878","14,725,864"
3189,景碩            ,"15,722,831","3,803,715","11,919,116",0,0,0,"1,779,000","2,000","1,777,000","1,002,667","357,000","115,100","241,900","1,251,181","490,414","760,767","14,698,783"
00999A,主動野村臺灣高息,"11,138,857","742,100","10,396,757",0,0,0,0,0,0,"4,244,915",0,0,0,"6,441,915","2,197,000","4,244,915","14,641,672"
2618,長榮航          ,"24,343,151","22,806,265","1,536,886",0,0,0,"12,851,000","991,442","11,859,558","-274,181","30,000",0,"30,000","169,889","474,070","-304,181","13,122,263"
00900,富邦特選高股息30,"5,887,000","243,000","5,644,000",0,0,0,0,0,0,"5,878,604",0,0,0,"6,652,604","774,000","5,878,604","11,522,604"
00680L,元大美債20正2   ,"4,175,000","1,798,000","2,377,000",0,0,0,0,0,0,"8,873,192",0,0,0,"10,288,192","1,415,000","8,873,192","11,250,192"
2609,陽明            ,"14,101,221","3,139,041","10,962,180",0,0,0,0,"39,000","-39,000","244,858","69,483","49,085","20,398","264,460","40,000","224,460","11,168,038"
1402,遠東新          ,"20,767,522","2,513,428","18,254,094",0,0,0,0,"7,376,000","-7,376,000","-52,104",0,500,-500,"6,531","58,135","-51,604","10,825,990"
2382,廣達            ,"19,983,952","18,687,119","1,296,833",0,0,0,"10,547,000","1,108,000","9,439,000","-180,658","308,204","287,272","20,932","45,000","246,590","-201,590","10,555,175"
00891,中信關鍵半導體  ,"10,215,000","2,516,100","7,698,900",0,0,0,0,0,0,"2,481,596",0,"40,000","-40,000","6,747,797","4,226,201","2,521,596","10,180,496"
00673R,期元大S&P原油反1,"679,000","450,000","229,000",0,0,0,0,0,0,"9,742,546",0,0,0,"10,772,596","1,030,050","9,742,546","9,971,546"
009819,中信數據及電力  ,0,"15,000","-15,000",0,0,0,0,0,0,"9,752,002",0,0,0,"10,326,000","573,998","9,752,002","9,737,002"
3035,智原            ,"11,668,599","3,828,776","7,839,823",0,0,0,"5,000",0,"5,000","853,554","230,998","4,000","226,998","772,798","146,242","626,556","8,698,377"
3037,欣興            ,"13,910,786","7,091,105","6,819,681",0,0,0,"907,100","497,000","410,100","1,128,681","407,819","118,841","288,978","1,228,829","389,126","839,703","8,358,462"
3706,神達            ,"7,298,851","2,330,927","4,967,924",0,0,0,"2,867,000","1,000","2,866,000","328,128","79,178","21,000","58,178","295,950","26,000","269,950","8,162,052"
0052,富邦科技        ,"6,350,750","475,280","5,875,470",0,0,0,0,"220,000","-220,000","2,329,504","183,202","351,000","-167,798","4,339,895","1,842,593","2,497,302","7,984,974"
8112,至上            ,"9,304,000","1,922,000","7,382,000",0,0,0,0,"7,000","-7,000","264,857","25,751","21,000","4,751","404,195","144,089","260,106","7,639,857"
00997A,主動群益美國增長,"1,500,000","3,196,000","-1,696,000",0,0,0,"10,390,000",0,"10,390,000","-1,088,079",0,0,0,"3,549,343","4,637,422","-1,088,079","7,605,921"
00993A,主動安聯台灣    ,"3,142,000","295,000","2,847,000",0,0,0,0,0,0,"4,332,191",0,0,0,"6,736,707","2,404,516","4,332,191","7,179,191"
00939,統一台灣高息動能,"281,000","1,000","280,000",0,0,0,0,0,0,"6,737,398",0,0,0,"9,240,452","2,503,054","6,737,398","7,017,398"
00915,凱基優選高股息30,"4,949,000","155,000","4,794,000",0,0,0,0,0,0,"2,207,713",0,0,0,"5,421,713","3,214,000","2,207,713","7,001,713"
00991A,主動復華未來50  ,"15,116,150","7,405,000","7,711,150",0,0,0,0,0,0,"-718,240","2,000,000",0,"2,000,000","9,368,636","12,086,876","-2,718,240","6,992,910"
1802,台玻            ,"14,604,065","8,526,000","6,078,065",0,0,0,"22,000",0,"22,000","102,251","318,000","354,000","-36,000","530,437","392,186","138,251","6,202,316"
00688L,國泰20年美債正2 ,"774,000",0,"774,000",0,0,0,0,0,0,"5,416,528",0,0,0,"5,434,528","18,000","5,416,528","6,190,528"
00713,元大台灣高息低波,"927,199","400,123","527,076",0,0,0,"385,000",0,"385,000","5,193,515","15,000",0,"15,000","5,979,515","801,000","5,178,515","6,105,591"
00400A,主動國泰動能高息,"8,143,000","1,527,300","6,615,700",0,0,0,0,0,0,"-529,695",0,0,0,"7,511,723","8,041,418","-529,695","6,086,005"
2363,矽統            ,"8,614,918","3,179,050","5,435,868",0,0,0,"5,000",0,"5,000","258,399",0,"8,463","-8,463","355,426","88,564","266,862","5,699,267"
2338,光罩            ,"6,596,000","1,030,000","5,566,000",0,0,0,0,0,0,"99,613","65,182","14,000","51,182","86,905","38,474","48,431","5,665,613"
6257,矽格            ,"9,559,986","1,530,300","8,029,686",0,0,0,0,"2,782,000","-2,782,000","188,193","171,249","2,849","168,400","104,029","84,236","19,793","5,435,879"
00961,FT臺灣永續高息  ,"2,669,000","5,000","2,664,000",0,0,0,0,0,0,"2,654,717",0,0,0,"3,066,052","411,335","2,654,717","5,318,717"
3673,TPK-KY          ,"14,024,175","10,063,163","3,961,012",0,0,0,0,0,0,"1,079,107","756,000","7,000","749,000","454,176","124,069","330,107","5,040,119"
4919,新唐            ,"14,223,125","13,130,169","1,092,956",0,0,0,"3,076,000",0,"3,076,000","774,479","589,000","66,061","522,939","581,127","329,587","251,540","4,943,435"
6005,群益證          ,"8,169,674","2,629,500","5,540,174",0,0,0,0,"606,000","-606,000",0,0,0,0,0,0,0,"4,934,174"
00922,國泰台灣領袖50  ,"4,571,000","544,530","4,026,470",0,0,0,0,0,0,"901,748","190,000",0,"190,000","3,399,821","2,688,073","711,748","4,928,218"
2421,建準            ,"5,148,768","1,395,122","3,753,646",0,0,0,"938,000","2,000","936,000","114,674","32,000","6,000","26,000","213,787","125,113","88,674","4,804,320"
2377,微星            ,"10,023,527","3,158,648","6,864,879",0,0,0,"619,000","2,950,000","-2,331,000","163,981","84,000",101,"83,899","193,572","113,490","80,082","4,697,860"
6153,嘉聯益          ,"5,064,000","548,000","4,516,000",0,0,0,0,0,0,"103,784","106,784","3,000","103,784",0,0,0,"4,619,784"
6271,同欣電          ,"7,622,459","4,650,643","2,971,816",0,0,0,"1,077,000",0,"1,077,000","512,561","360,335","13,214","347,121","402,457","237,017","165,440","4,561,377"
00927,群益半導體收益  ,"4,810,000","1,010,000","3,800,000",0,0,0,0,0,0,"760,138",0,"65,000","-65,000","2,197,248","1,372,110","825,138","4,560,138"
4958,臻鼎-KY         ,"17,175,637","16,395,891","779,746",0,0,0,"3,427,000","7,000","3,420,000","269,953","249,327","29,777","219,550","546,353","495,950","50,403","4,469,699"
2891,中信金          ,"61,270,086","33,246,612","28,023,474",0,0,0,"1,000","22,483,000","-22,482,000","-1,178,115","129,245","411,000","-281,755","409,348","1,305,708","-896,360","4,363,359"
00980A,主動野村臺灣優選,"4,878,708","563,001","4,315,707",0,0,0,0,0,0,"22,116",0,0,0,"2,603,625","2,581,509","22,116","4,337,823"
3005,神基            ,"6,821,400","1,056,600","5,764,800",0,0,0,0,"1,522,583","-1,522,583","92,737","9,000",0,"9,000","177,254","93,517","83,737","4,334,954"
1504,東元            ,"5,367,574","1,075,761","4,291,813",0,0,0,"35,000","146,000","-111,000","73,790","19,000",0,"19,000","103,915","49,125","54,790","4,254,603"
6456,GIS-KY          ,"4,953,324","1,042,469","3,910,855",0,0,0,0,0,0,"255,320","85,662",90,"85,572","190,945","21,197","169,748","4,166,175"
2355,敬鵬            ,"15,141,200","12,231,150","2,910,050",0,0,0,0,"5,000","-5,000","1,241,134","550,000","1,000","549,000","810,482","118,348","692,134","4,146,184"
1409,新纖            ,"4,403,000","628,000","3,775,000",0,0,0,"166,000",0,"166,000","116,001",0,0,0,"120,070","4,069","116,001","4,057,001"
064468,友達元大61購10  ,0,0,0,0,0,0,0,0,0,"4,048,000",0,0,0,"4,058,000","10,000","4,048,000","4,048,000"
5243,乙盛-KY         ,"7,446,653","3,648,283","3,798,370",0,0,0,0,0,0,"213,291","96,000","4,000","92,000","154,658","33,367","121,291","4,011,661"
035586,漢唐元大59購02  ,0,0,0,0,0,0,0,0,0,"3,916,000",0,0,0,"4,313,000","397,000","3,916,000","3,916,000"
6239,力成            ,"6,620,787","4,634,058","1,986,729",0,0,0,"2,139,000","926,000","1,213,000","714,727","125,000","40,000","85,000","1,041,727","412,000","629,727","3,914,456"
1314,中石化          ,"6,631,000","2,867,043","3,763,957",0,0,0,0,0,0,"118,166","128,166","10,000","118,166",0,0,0,"3,882,123"
2882,國泰金          ,"38,803,798","13,040,221","25,763,577",0,0,0,"22,000","21,969,360","-21,947,360","60,855","181,000","274,000","-93,000","300,855","147,000","153,855","3,877,072"
1727,中華化          ,"7,425,017","3,682,600","3,742,417",0,0,0,0,0,0,"71,078","61,000","1,000","60,000","19,078","8,000","11,078","3,813,495"
4526,東台            ,"4,592,037","947,000","3,645,037",0,0,0,0,0,0,"87,346","8,000","1,000","7,000","81,440","1,094","80,346","3,732,383"
00946,群益科技高息成長,"321,000","105,000","216,000",0,0,0,0,0,0,"3,457,786",0,0,0,"5,157,927","1,700,141","3,457,786","3,673,786"
3704,合勤控          ,"4,925,660","1,368,316","3,557,344",0,0,0,0,0,0,"74,450","95,450","21,000","74,450",0,0,0,"3,631,794"
065929,台積電元大5B購12,0,0,0,0,0,0,0,0,0,"3,617,000",0,0,0,"3,716,000","99,000","3,617,000","3,617,000"
2464,盟立            ,"9,500,500","6,139,044","3,361,456",0,0,0,0,0,0,"218,497","296,127","215,426","80,701","167,763","29,967","137,796","3,579,953"
048803,台積電群益5C購05,0,0,0,0,0,0,0,0,0,"3,565,000",0,0,0,"3,565,000",0,"3,565,000","3,565,000"
2495,普安            ,"5,025,580","1,774,060","3,251,520",0,0,0,"207,000","10,000","197,000","98,400","2,879","4,136","-1,257","135,422","35,765","99,657","3,546,920"
4763,材料*-KY        ,"3,912,739","392,298","3,520,441",0,0,0,0,0,0,"24,662","1,000","2,499","-1,499","36,161","10,000","26,161","3,545,103"
054124,定穎控元富57購04,0,0,0,0,0,0,0,0,0,"3,522,000",0,0,0,"3,783,000","261,000","3,522,000","3,522,000"
2401,凌陽            ,"15,691,000","13,754,385","1,936,615",0,0,0,0,0,0,"1,533,898","526,169","47,358","478,811","1,096,311","41,224","1,055,087","3,470,513"
2305,全友            ,"4,101,000","813,019","3,287,981",0,0,0,0,0,0,"9,304","25,074","15,770","9,304",0,0,0,"3,297,285"
2349,錸德            ,"3,509,000","235,000","3,274,000",0,0,0,0,0,0,"-1,000","3,000","4,000","-1,000",0,0,0,"3,273,000"
2323,中環            ,"3,345,010","945,000","2,400,010",0,0,0,"818,000",0,"818,000","38,514","58,000","26,000","32,000","6,583",69,"6,514","3,256,524"
035409,漢唐元大59購01  ,0,0,0,0,0,0,0,0,0,"3,243,000",0,0,0,"4,721,000","1,478,000","3,243,000","3,243,000"
1609,大亞            ,"3,662,434","465,000","3,197,434",0,0,0,0,0,0,"18,169","7,000","21,000","-14,000","48,269","16,100","32,169","3,215,603"
3014,聯陽            ,"3,689,907","646,000","3,043,907",0,0,0,"10,000","3,310","6,690","96,747","109,384","25,000","84,384","16,363","4,000","12,363","3,147,344"
6168,宏齊            ,"4,761,000","1,650,000","3,111,000",0,0,0,0,0,0,"-7,375",0,"7,375","-7,375",0,0,0,"3,103,625"
2332,友訊            ,"3,594,000","500,000","3,094,000",0,0,0,0,0,0,"-33,001","23,000","56,001","-33,001",0,0,0,"3,060,999"
051509,今國光元大57購03,0,0,0,0,0,0,0,0,0,"3,038,000",0,0,0,"3,038,000",0,"3,038,000","3,038,000"
6120,達運            ,"3,793,000","906,000","2,887,000",0,0,0,"83,000",0,"83,000","32,377","31,000",1,"30,999","1,378",0,"1,378","3,002,377"
00671R,富邦NASDAQ反1   ,0,0,0,0,0,0,0,0,0,"2,996,287",0,0,0,"3,001,000","4,713","2,996,287","2,996,287"
9933,中鼎            ,"4,036,000","1,413,000","2,623,000",0,0,0,"162,000","1,000","161,000","198,779","566,779","388,000","178,779","20,000",0,"20,000","2,982,779"
2404,漢唐            ,"4,167,042","1,300,750","2,866,292",0,0,0,"96,000","210,000","-114,000","193,532","182,145","111,049","71,096","223,805","101,369","122,436","2,945,824"
050798,台積電永豐61購03,0,0,0,0,0,0,0,0,0,"2,945,000",0,0,0,"2,945,000",0,"2,945,000","2,945,000"
00830,國泰費城半導體  ,"1,938,243","148,148","1,790,095",0,0,0,0,0,0,"1,139,695",0,"1,000","-1,000","1,931,659","790,964","1,140,695","2,929,790"
049749,亞翔元大56購11  ,0,0,0,0,0,0,0,0,0,"2,906,000",0,0,0,"3,257,000","351,000","2,906,000","2,906,000"
2603,長榮            ,"12,046,879","10,227,665","1,819,214",0,0,0,"4,695,000","3,708,780","986,220","98,219","222,000","8,000","214,000","160,722","276,503","-115,781","2,903,653"
2352,佳世達          ,"5,933,936","3,814,582","2,119,354",0,0,0,"619,000","94,000","525,000","186,614",0,0,0,"227,137","40,523","186,614","2,830,968"
00936,台新永續高息中小,"89,000","20,000","69,000",0,0,0,0,0,0,"2,750,063",0,0,0,"2,966,073","216,010","2,750,063","2,819,063"
3090,日電貿          ,"19,858,074","19,300,879","557,195",0,0,0,"2,305,000",0,"2,305,000","-70,465","97,000","32,370","64,630","245,122","380,217","-135,095","2,791,730"
4906,正文            ,"5,475,000","3,085,000","2,390,000",0,0,0,0,0,0,"396,354","1,000","20,000","-19,000","423,260","7,906","415,354","2,786,354"
8105,凌巨            ,"3,857,039","1,081,016","2,776,023",0,0,0,0,0,0,"8,000","14,000","6,000","8,000",0,0,0,"2,784,023"
4960,誠美材          ,"3,925,000","1,353,000","2,572,000",0,0,0,0,0,0,"169,168","174,168","5,000","169,168",0,0,0,"2,741,168"
00401A,主動摩根台灣鑫收,"2,399,000","18,000","2,381,000",0,0,0,0,0,0,"328,457","499,000",0,"499,000","1,256,457","1,427,000","-170,543","2,709,457"
2615,萬海            ,"4,542,601","3,323,723","1,218,878",0,0,0,"1,443,000","31,000","1,412,000","63,632","2,000","2,000",0,"143,475","79,843","63,632","2,694,510"
3042,晶技            ,"8,170,300","6,889,612","1,280,688",0,0,0,"18,000","1,000","17,000","1,292,866","630,355","5,099","625,256","794,045","126,435","667,610","2,590,554"
067376,台積電元大5C購13,0,0,0,0,0,0,0,0,0,"2,588,000",0,0,0,"2,590,000","2,000","2,588,000","2,588,000"
6202,盛群            ,"3,453,025","1,113,000","2,340,025",0,0,0,"198,000",0,"198,000","18,167",720,"2,000","-1,280","34,350","14,903","19,447","2,556,192"
052302,定穎控永豐58購01,0,0,0,0,0,0,0,0,0,"2,537,000",0,0,0,"2,537,000",0,"2,537,000","2,537,000"
060355,景碩元大5C購03  ,0,0,0,0,0,0,0,0,0,"2,525,000",0,0,0,"2,558,000","33,000","2,525,000","2,525,000"
2371,大同            ,"7,692,695","5,078,413","2,614,282",0,0,0,"31,000","22,000","9,000","-111,368","38,000",0,"38,000","26,683","176,051","-149,368","2,511,914"
053602,力成元大57購14  ,0,0,0,0,0,0,0,0,0,"2,495,000",0,0,0,"2,495,000",0,"2,495,000","2,495,000"
3376,新日興          ,"3,731,000","1,453,500","2,277,500",0,0,0,"10,000",0,"10,000","205,073","209,684","45,398","164,286","55,787","15,000","40,787","2,492,573"
052306,今國光永豐59購01,0,0,0,0,0,0,0,0,0,"2,484,000",0,0,0,"2,484,000",0,"2,484,000","2,484,000"
065042,騰輝電元大5A購03,0,0,0,0,0,0,0,0,0,"2,469,000",0,0,0,"2,666,000","197,000","2,469,000","2,469,000"
00637L,元大滬深300正2  ,"1,466,000","5,000","1,461,000",0,0,0,0,0,0,"988,334","100,000","70,000","30,000","12,776,363","11,818,029","958,334","2,449,334"
4938,和碩            ,"7,973,305","6,390,327","1,582,978",0,0,0,"1,463,000","571,999","891,001","-101,978","39,158",158,"39,000","98,727","239,705","-140,978","2,372,001"
3711,日月光投控      ,"14,758,713","12,230,887","2,527,826",0,0,0,"124,000","147,000","-23,000","-134,131","77,000","73,336","3,664","165,172","302,967","-137,795","2,370,695"
3645,達邁            ,"4,110,468","1,834,075","2,276,393",0,0,0,0,0,0,"67,002","1,000",0,"1,000","96,217","30,215","66,002","2,343,395"
3033,威健            ,"9,420,807","6,368,000","3,052,807",0,0,0,0,"5,545","-5,545","-706,981","36,000","825,315","-789,315","131,147","48,813","82,334","2,340,281"
2369,菱生            ,"3,332,000","1,122,000","2,210,000",0,0,0,0,0,0,"99,330",0,"9,595","-9,595","150,197","41,272","108,925","2,309,330"
2375,凱美            ,"3,975,000","1,769,000","2,206,000",0,0,0,0,0,0,"78,182","93,000","33,000","60,000","266,182","248,000","18,182","2,284,182"
2328,廣宇            ,"2,703,000","921,532","1,781,468",0,0,0,"168,000",0,"168,000","292,761","105,000","7,000","98,000","198,761","4,000","194,761","2,242,229"
8039,台虹            ,"3,399,326","1,281,000","2,118,326",0,0,0,0,"93,000","-93,000","216,829","101,256","6,594","94,662","135,164","12,997","122,167","2,242,155"
052053,台積電群益58購10,0,0,0,0,0,0,0,0,0,"2,231,000",0,0,0,"2,241,000","10,000","2,231,000","2,231,000"
2365,昆盈            ,"2,814,000","625,000","2,189,000",0,0,0,0,0,0,"21,998","1,000",0,"1,000","20,998",0,"20,998","2,210,998"
2645,長榮航太        ,"2,483,000","439,012","2,043,988",0,0,0,"90,000","2,000","88,000","63,595","4,492","4,000",492,"96,103","33,000","63,103","2,195,583"
042837,台積電永豐5B購02,0,0,0,0,0,0,0,0,0,"2,190,000",0,0,0,"2,190,000",0,"2,190,000","2,190,000"
4927,泰鼎-KY         ,"4,139,036","2,002,400","2,136,636",0,0,0,0,0,0,"7,127","13,038","5,911","7,127",0,0,0,"2,143,763"
067021,台積電元大63購11,0,0,0,0,0,0,0,0,0,"2,128,000",0,0,0,"2,175,000","47,000","2,128,000","2,128,000"
6706,惠特            ,"3,504,200","1,588,970","1,915,230",0,0,0,"147,000",0,"147,000","61,895","63,048","26,000","37,048","83,348","58,501","24,847","2,124,125"
051666,台積電元大5A購03,0,0,0,0,0,0,0,0,0,"2,123,000",0,0,0,"2,302,000","179,000","2,123,000","2,123,000"
8926,台汽電          ,"4,681,059","2,638,414","2,042,645",0,0,0,"57,000","1,000","56,000","6,000","8,000","2,000","6,000",0,0,0,"2,104,645"
00934,中信成長高股息  ,"170,000","69,000","101,000",0,0,0,0,0,0,"1,984,713",0,0,0,"2,377,250","392,537","1,984,713","2,085,713"
6139,亞翔            ,"2,821,310","1,322,526","1,498,784",0,0,0,"209,000","19,000","190,000","389,193","174,402","77,310","97,092","319,098","26,997","292,101","2,077,977"
2498,宏達電          ,"4,693,519","2,474,900","2,218,619",0,0,0,0,"20,000","-20,000","-122,233","87,000","102,000","-15,000","28,225","135,458","-107,233","2,076,386"
057175,玉晶光統一62購01,0,0,0,0,0,0,0,0,0,"2,074,000",0,0,0,"2,075,000","1,000","2,074,000","2,074,000"
009813,貝萊德標普卓越50,252,"10,000","-9,748",0,0,0,0,0,0,"2,083,000",0,0,0,"2,086,000","3,000","2,083,000","2,073,252"
061352,迅得元大59購02  ,0,0,0,0,0,0,0,0,0,"2,070,000",0,0,0,"2,070,000",0,"2,070,000","2,070,000"
2492,華新科          ,"2,075,559","366,300","1,709,259",0,0,0,"92,000","1,000","91,000","257,500","129,000",0,"129,000","138,500","10,000","128,500","2,057,759"
3563,牧德            ,"2,266,398","422,201","1,844,197",0,0,0,"100,000",0,"100,000","78,606","28,000","1,000","27,000","258,504","206,898","51,606","2,022,803"
035839,宏致元大58購01  ,0,0,0,0,0,0,0,0,0,"2,013,000",0,0,0,"2,966,000","953,000","2,013,000","2,013,000"
063831,台積電富邦5C購08,0,0,0,0,0,0,0,0,0,"1,965,000",0,0,0,"1,976,000","11,000","1,965,000","1,965,000"
065344,光寶科兆豐64購01,0,0,0,0,0,0,0,0,0,"1,960,000",0,0,0,"2,142,000","182,000","1,960,000","1,960,000"
6770,力積電          ,"29,160,563","26,823,482","2,337,081",0,0,0,0,0,0,"-379,143","87,000","626,922","-539,922","723,056","562,277","160,779","1,957,938"
064728,定穎控元大5B購06,0,0,0,0,0,0,0,0,0,"1,957,000",0,0,0,"2,000,000","43,000","1,957,000","1,957,000"
057469,定穎控國泰5A購01,0,0,0,0,0,0,0,0,0,"1,942,000",0,0,0,"2,013,000","71,000","1,942,000","1,942,000"
063755,牧德元大61購01  ,0,0,0,0,0,0,0,0,0,"1,938,000",0,0,0,"2,069,000","131,000","1,938,000","1,938,000"
00985A,主動野村台灣50  ,"362,000","64,000","298,000",0,0,0,0,0,0,"1,634,423",0,0,0,"2,166,448","532,025","1,634,423","1,932,423"
00996A,主動兆豐台灣豐收,"1,605,000","88,000","1,517,000",0,0,0,0,0,0,"402,158",0,0,0,"2,757,258","2,355,100","402,158","1,919,158"
3708,上緯投控        ,"2,081,510","393,000","1,688,510",0,0,0,"3,000",0,"3,000","177,243",0,0,0,"186,721","9,478","177,243","1,868,753"
2646,星宇航空        ,"2,470,000","646,000","1,824,000",0,0,0,0,0,0,"-15,982",0,0,0,"16,018","32,000","-15,982","1,808,018"
00994A,主動第一金台股優,"1,976,000","73,000","1,903,000",0,0,0,0,0,0,"-98,279",0,0,0,"856,717","954,996","-98,279","1,804,721"
062541,華通群益5A購03  ,0,0,0,0,0,0,0,0,0,"1,804,000",0,0,0,"2,131,000","327,000","1,804,000","1,804,000"
