Date,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1150706,00675L,富邦臺灣加權正2,2156754,740978692,347.15,349.00,336.05,339.80,-2.9000,2240
1150706,00676R,富邦臺灣加權反1,6721343,36686430,5.42,5.50,5.42,5.47,0.0200,310
1150706,00678,群益那斯達克生技,764023,31923433,41.85,41.88,41.69,41.79,0.0700,216
1150706,00680L,元大美債20正2,4490099,31294644,6.97,6.98,6.96,6.98,0.0200,279
1150706,00681R,元大美債20反1,1000,21020,21.02,21.02,21.02,21.02,0.0300,1
1150706,00682U,期元大美元指數,3000,62370,20.79,20.79,20.79,20.79,0.0000,1
1150706,00683L,期元大美元指正2,13010,286291,22.04,22.04,21.97,22.04,0.1800,9
1150706,00684R,期元大美元指反1,0,0,0.00,0.00,0.00,0.00,0.0000,0
1150706,00686R,群益臺灣加權反1,10291619,10049796,0.98,0.99,0.97,0.99,0.0100,187
1150706,00688L,國泰20年美債正2,1206491,8372977,6.94,6.96,6.93,6.94,0.0000,115
1150706,00689R,國泰20年美債反1,1000,22010,22.01,22.01,22.01,22.01,-0.0100,1
1150706,00690,兆豐藍籌30,350217,28759374,83.85,83.85,81.00,81.65,-0.8000,574
1150706,00692,富邦公司治理,1016327,95277404,93.80,94.55,93.00,93.50,0.2500,1345
1150706,00693U,期街口S&P黃豆,773690,16472409,21.20,21.40,21.20,21.39,0.4500,250
1150706,00700,富邦恒生國企,555720,8858750,15.73,16.10,15.71,16.06,0.3300,226
1150706,00701,國泰股利精選30,447833,17587179,39.02,39.50,39.02,39.33,0.3200,475
1150706,00702,國泰標普低波高息,95142,2387197,25.27,25.27,25.07,25.10,0.0200,104
1150706,00703,台新MSCI中國,38826,713527,18.28,18.67,18.28,18.64,0.4400,65
1150706,00706L,期元大S&P日圓正2,2078687,38567551,18.62,18.62,18.51,18.51,-0.1900,457
1150706,00707R,期元大S&P日圓反1,1090,35541,32.60,32.60,32.60,32.60,0.0000,2
1150706,00708L,期元大S&P黃金正2,4982735,374425544,75.45,76.05,74.25,74.30,-0.8500,2914
1150706,00709,富邦歐洲,48820,1984003,40.41,40.79,40.41,40.63,0.3400,214
1150706,00710B,復華彭博非投等債,184064,3512358,18.95,19.10,18.95,19.10,0.0900,69
1150706,00711B,復華彭博新興債,105009,1707220,16.25,16.27,16.23,16.23,0.0200,95
1150706,00712,復華富時不動產,19280911,170063932,8.80,8.85,8.80,8.84,0.0400,3073
1150706,00713,元大台灣高息低波,9510178,580390959,60.65,61.25,60.65,61.00,0.5000,4702
1150706,00714,群益道瓊美國地產,264576,5871258,22.20,22.20,22.19,22.19,0.0500,99
1150706,00715L,期街口布蘭特正2,3619178,117111056,32.04,32.80,32.00,32.48,-0.1200,1054
1150706,00717,富邦美國特別股,163961,2450308,14.91,14.98,14.91,14.97,0.0600,265
1150706,00728,第一金工業30,143982,9475855,66.90,66.90,65.00,65.90,-0.4000,388
1150706,00730,富邦臺灣優質高息,156082,4625943,29.87,29.87,29.41,29.69,0.1900,349
1150706,00731,復華富時高息低波,603095,53428851,88.20,89.00,88.20,88.40,0.2500,314
1150706,00733,富邦臺灣中小,1066559,83059187,79.50,79.70,76.55,77.45,-1.2500,968
1150706,00735,國泰臺韓科技,2841043,321284279,114.80,115.10,111.00,112.60,-0.5000,3861
1150706,00736,國泰新興市場,105327,3338658,31.75,31.75,31.65,31.75,0.4200,72
1150706,00737,國泰AI機器人,284634,11249857,39.50,39.60,39.40,39.60,0.2200,229
1150706,00738U,期元大道瓊白銀,3035149,152050614,50.65,50.75,49.71,49.72,-0.5300,1996
1150706,00739,元大MSCI A股,394407,11577406,29.35,29.80,29.15,29.40,-0.0700,170
1150706,00752,中信中國50,1513450,32659522,21.49,21.82,21.21,21.73,0.4300,874
1150706,00753L,中信中國50正2,12152004,105346199,8.53,8.77,8.41,8.71,0.2500,1680
1150706,00757,統一FANG+,1608817,208700599,129.95,130.00,129.45,129.80,0.7000,2348
1150706,00762,元大全球AI,408612,46793047,114.00,114.95,113.90,114.55,0.7000,698
1150706,00763U,期街口道瓊銅,637288,21104361,33.25,33.25,33.00,33.07,-0.1400,396
1150706,00770,國泰北美科技,245283,16525453,67.00,67.55,67.00,67.45,0.1000,514
1150706,00771,元大US高息特別股,52161,826021,15.80,15.86,15.80,15.85,0.0500,161
1150706,00775B,新光投等債15+,81280,2657882,32.76,32.76,32.70,32.70,0.0000,7
1150706,00783,富邦中証500,34181,1065868,31.34,31.34,30.93,31.28,-0.0500,138
1150706,00830,國泰費城半導體,9857811,908264153,92.85,92.85,91.50,92.40,-0.4000,18591
1150706,00850,元大臺灣ESG永續,517200,47990975,93.40,93.80,91.90,92.55,-0.1500,1112
1150706,00851,台新全球AI,6643,483000,72.05,72.90,72.00,72.00,-0.3000,93
1150706,00852L,國泰美國道瓊正2,23512,836513,35.61,35.61,35.54,35.54,-0.0800,15
1150706,00861,元大全球未來通訊,237021,21740656,91.85,92.45,91.30,92.05,0.1000,2510
1150706,00865B,國泰US短期公債,3684218,179866761,48.70,48.90,48.70,48.89,0.1800,757
1150706,00875,國泰網路資安,66714,3454518,51.70,51.85,51.60,51.85,0.2500,171
1150706,00876,元大全球5G,417102,41284496,101.20,101.20,97.80,98.75,-1.4500,3182
1150706,00878,國泰永續高股息,34606525,1161670987,33.53,33.79,33.36,33.49,0.1600,21440
1150706,00881,國泰台灣科技龍頭,11298849,627938903,56.20,56.35,54.90,55.30,-0.4000,5553
1150706,00882,中信中國高股息,7582976,114179280,14.93,15.12,14.93,15.12,0.2400,2016
1150706,00885,富邦越南,3209109,61457787,19.02,19.26,19.02,19.12,0.1500,1410
1150706,00891,中信關鍵半導體,14333032,542429778,38.23,38.30,37.31,37.53,-0.1300,5753
1150706,00892,富邦台灣半導體,11065215,508251485,46.88,47.03,45.22,45.48,-0.7800,5181
1150706,00893,國泰智能電動車,1093655,50324821,45.94,46.24,45.88,46.00,0.1100,657
1150706,00894,中信小資高價30,1394888,69208786,51.00,51.00,48.95,49.19,-1.1100,1391
1150706,00895,富邦未來車,853315,43919622,52.45,52.45,51.20,51.40,-0.2000,549
1150706,00896,中信綠能及電動車,7255907,207374568,28.54,28.80,28.22,28.36,0.0500,1479
1150706,00897,富邦基因免疫生技,1580996,18630493,11.77,11.81,11.76,11.81,0.0600,452
1150706,00898,國泰基因免疫革命,1415963,13790776,9.68,9.78,9.68,9.75,0.0700,543
1150706,00899,FT潔淨能源,84009,2188169,26.17,26.17,26.02,26.03,-0.1400,224
1150706,00900,富邦特選高股息30,4723955,92634698,19.63,19.78,19.42,19.50,-0.0100,1601
1150706,00901,永豐智能車供應鏈,122257,5841916,48.11,48.11,47.00,47.35,-0.4600,281
1150706,00902,中信電池及儲能,1369649,19608088,14.40,14.45,14.21,14.24,-0.1600,769
1150706,00903,富邦元宇宙,286881,6034062,21.00,21.07,20.96,21.05,0.1300,182
1150706,00904,新光臺灣半導體30,2440040,106807625,44.00,44.10,43.12,43.39,0.1100,990
1150706,00905,FT臺灣Smart,4336765,124473383,29.03,29.05,28.36,28.61,-0.0900,2604
1150706,00907,永豐優息存股,2008978,33173456,16.33,16.56,16.33,16.50,0.1700,683
1150706,00908,富邦入息REITs+,121419,1869230,15.34,15.43,15.34,15.40,0.0600,137
1150706,00909,國泰數位支付服務,2018517,93393246,46.15,46.47,46.15,46.18,0.0500,1367
1150706,00910,第一金太空衛星,1473669,95959739,65.25,65.40,64.70,65.00,0.2000,2051
1150706,00911,兆豐洲際半導體,441402,28071378,64.00,64.15,63.20,63.40,-0.0500,2249
1150706,00912,中信臺灣智慧50,761139,26675398,35.35,35.40,34.60,34.87,-0.1000,663
1150706,00913,兆豐台灣晶圓製造,2474808,135028315,55.15,55.45,53.75,54.20,0.0000,1003
1150706,00915,凱基優選高股息30,2669218,86752224,32.37,32.73,32.33,32.44,0.0700,797
1150706,00916,國泰全球品牌50,2540012,66141679,25.95,26.11,25.95,26.08,0.1300,917
1150706,00917,中信特選金融,643239,14720329,22.80,22.90,22.80,22.88,0.1200,407
1150706,00918,大華優利高填息30,28015942,900992469,32.07,32.34,31.98,32.06,0.1100,6217
1150706,00919,群益台灣精選高息,62844992,1874441443,29.72,30.02,29.68,29.76,0.2300,27660
1150706,00920,富邦ESG綠色電力,518717,13489046,26.16,26.20,25.90,25.98,-0.1500,348
1150706,00921,兆豐龍頭等權重,207555,4948589,23.99,23.99,23.75,23.85,0.1400,276
1150706,00922,國泰台灣領袖50,15409933,641934716,42.03,42.12,41.26,41.57,-0.1900,4900
1150706,00923,群益台ESG低碳50,4555563,197469306,43.74,43.82,42.86,43.18,-0.1800,1920
1150706,00924,復華S&P500成長,1761738,57350154,32.48,32.60,32.46,32.58,0.1400,1785
1150706,00926,凱基全球菁英55,226712,5636284,24.74,24.88,24.74,24.87,0.1300,292
1150706,00927,群益半導體收益,66095257,2846879492,43.40,43.55,42.43,42.60,0.0800,19549
1150706,00929,復華台灣科技優息,27171621,856158063,31.62,31.81,31.17,31.36,0.0200,8735
1150706,00930,永豐ESG低碳高息,720599,18137316,25.23,25.40,25.00,25.00,0.0300,306
1150706,00932,兆豐永續高息等權,929729,16929970,18.14,18.34,18.09,18.16,0.2000,507
1150706,00934,中信成長高股息,3008542,86504302,28.87,28.95,28.52,28.67,0.0300,1285
1150706,00935,野村臺灣新科技50,10448972,648520852,62.95,63.15,61.05,61.50,-0.8000,7478
1150706,00936,台新永續高息中小,1766198,37780277,21.39,21.60,21.22,21.25,-0.0500,620
1150706,00938,凱基優選30,2233583,54908730,24.46,24.68,24.46,24.63,0.2800,227
1150706,00939,統一台灣高息動能,6335938,135865109,21.36,21.54,21.34,21.44,0.1600,1088
1150706,00940,元大台灣價值高息,16755803,214237493,12.76,12.86,12.70,12.74,0.0100,3389
1150706,00941,中信上游半導體,1401843,40176738,28.82,28.94,28.52,28.75,0.1100,2294
1150706,00943,兆豐電子高息等權,116158,2704429,23.18,23.41,23.10,23.13,0.1200,168
1150706,00944,野村趨勢動能高息,400213,8944432,22.44,22.54,22.15,22.26,0.0100,389
1150706,00945B,凱基美國非投等債,5473974,80059287,14.57,14.64,14.57,14.64,0.0600,592
1150706,00946,群益科技高息成長,6509371,103311797,15.73,16.00,15.69,15.71,0.0000,1023
1150706,00947,台新臺灣IC設計,6973091,272015285,39.67,39.76,38.25,38.38,-0.4200,4463
1150706,00949,復華日本龍頭,595590,12552300,21.07,21.11,21.02,21.09,0.1000,551
1150706,00951,台新日本半導體,3332398,67816204,20.64,20.64,20.05,20.49,-0.1300,1295
1150706,00952,凱基台灣AI50,3647807,69594371,18.97,19.23,18.85,18.96,0.0800,814
1150706,00953B,群益優選非投等債,26046856,252494976,9.68,9.72,9.68,9.71,0.0000,3065
1150706,00954,中信日本半導體,3095292,67345320,22.19,22.19,21.42,21.84,-0.2000,1143
1150706,00956,中信日經高股息,356453,4501994,12.60,12.68,12.58,12.63,0.1700,241
1150706,00960,野村全球航運龍頭,951126,16515894,17.28,17.42,17.27,17.41,0.1600,380
1150706,00961,FT臺灣永續高息,21133565,272782987,12.91,12.99,12.84,12.91,0.1300,3481
1150706,00962,台新AI優息動能,667425,10183018,15.24,15.38,15.11,15.17,0.0900,291
1150706,00963,中信全球高股息,985198,12535575,12.71,12.75,12.71,12.75,0.0400,242
1150706,00964,中信亞太高股息,2899024,41474053,14.30,14.37,14.22,14.32,0.1300,370
1150706,00965,元大航太防衛科技,6513299,169124459,25.86,26.04,25.80,26.00,0.4500,1908
1150706,00971,野村美國研發龍頭,646819,11072071,17.12,17.15,17.07,17.13,0.0600,370
1150706,00972,野村日本動能高息,241164,4871486,20.05,20.24,20.05,20.22,0.3100,100
1150706,009800,中信NASDAQ,1889847,24860421,13.24,13.24,13.13,13.18,0.0200,806
1150706,009801,中信美國創新科技,536912,6585932,12.33,12.33,12.23,12.27,0.0400,354
1150706,009802,富邦旗艦50,3843982,75638463,19.86,19.95,19.43,19.53,-0.0300,1039
1150706,009803,玉山市值動能50,1951540,42856630,22.09,22.16,21.74,21.89,-0.0600,1004
1150706,009804,聯邦台精彩50,6210325,151688063,24.76,24.76,24.18,24.27,-0.1700,2063
1150706,009805,新光美國電力基建,5846581,98236378,16.82,16.84,16.78,16.80,-0.0200,2317
1150706,009808,華南永昌優選50,272014,8764644,32.15,32.35,31.83,32.06,0.0600,89
1150706,009809,富邦淨零ESG50,827912,15088517,18.18,18.37,18.09,18.18,0.0700,217
1150706,00980A,主動野村臺灣優選,11112490,275154307,25.33,25.38,24.40,24.55,-0.5600,3355
1150706,009810,玉山全球藍籌100,440417,9053869,20.54,20.60,20.54,20.59,0.0700,65
1150706,009811,統一美國50,1182346,15380795,12.99,13.05,12.99,13.02,0.0700,913
1150706,009812,野村日本東證,517725,6565068,12.74,12.74,12.64,12.71,0.1100,296
1150706,009813,貝萊德標普卓越50,2391723,26475099,11.03,11.10,11.03,11.09,0.0600,740
1150706,009816,凱基台灣TOP50,121556536,1913116128,15.87,15.92,15.58,15.65,-0.1000,37674
1150706,009817,國泰日本不動產,1804788,16446784,9.04,9.14,9.04,9.07,0.0500,406
1150706,009818,華南永昌NASDAQxT,235009,4643774,19.77,19.85,19.72,19.78,0.0400,62
1150706,009819,中信數據及電力,8145400,82040519,10.10,10.10,10.05,10.08,-0.0200,3071
1150706,00981A,主動統一台股增長,245323341,7741678528,32.45,32.45,31.08,31.20,-1.0600,100291
1150706,00981T,平衡凱基雙核收息,1648505,20432034,12.35,12.43,12.35,12.39,0.0400,305
1150706,009820,元大納斯達克精選,5327585,52418602,9.83,9.87,9.82,9.84,0.0100,1336
1150706,009821,野村稀土關鍵資源,15895847,229040108,14.53,14.54,14.32,14.35,-0.0600,5412
1150706,009824,群益美國科技巨頭,14350919,143094482,9.99,10.00,9.94,9.97,0.0000,4674
1150706,00982A,主動群益台灣強棒,27102336,688513322,25.77,25.86,25.01,25.28,-0.2300,7979
1150706,00982D,主動富邦動態入息,2563330,25736762,10.04,10.05,10.03,10.04,0.0200,186
1150706,00982T,平衡兆豐台美動能,70765,1134310,16.08,16.08,15.93,16.00,0.0200,33
1150706,00983A,主動中信ARK創新,2418060,30094576,12.45,12.47,12.40,12.47,0.0400,722
1150706,00983D,主動富邦複合收益,822283,8413437,10.25,10.25,10.21,10.23,0.0400,244
1150706,00984A,主動安聯台灣高息,23133395,389892697,17.05,17.05,16.67,16.76,-0.1400,7587
1150706,00984D,主動聯博全球非投,10948738,111000934,10.13,10.16,10.11,10.16,0.0400,791
1150706,00985A,主動野村台灣50,4910109,110034867,22.68,22.70,22.11,22.30,-0.2000,1588
1150706,00985B,群益ESG投等債0-5,5619325,57863251,10.28,10.32,10.28,10.31,0.0000,456
1150706,00986A,主動台新龍頭成長,269627,4081169,15.14,15.18,15.07,15.13,-0.0300,221
1150706,00987A,主動台新優勢成長,4011886,68866620,17.58,17.59,16.80,16.89,-0.5500,1596
1150706,00988A,主動統一全球創新,87407326,1834272830,21.46,21.46,20.73,20.83,-0.5000,42558
1150706,00989A,主動摩根美國科技,1109605,19920092,17.94,18.00,17.90,17.99,0.0500,275
1150706,00990A,主動元大AI新經濟,42216842,819962483,19.81,19.81,19.16,19.32,-0.4400,16603
1150706,00991A,主動復華未來50,196714655,3993587981,20.92,20.93,19.98,20.05,-0.6800,77574
1150706,00992A,主動群益科技創新,54965378,1031752903,19.26,19.27,18.49,18.60,-0.5000,19104
1150706,00993A,主動安聯台灣,10805731,152831058,14.50,14.53,13.95,14.00,-0.4000,2234
1150706,00994A,主動第一金台股優,7733112,138224965,18.36,18.40,17.60,17.68,-0.5800,2858
1150706,00995A,主動中信台灣卓越,6495227,118424080,18.82,18.82,17.96,18.10,-0.5800,2311
1150706,00996A,主動兆豐台灣豐收,12198065,193238617,16.31,16.31,15.58,15.65,-0.5800,4104
1150706,00997A,主動群益美國增長,38234949,504973228,13.26,13.28,13.10,13.14,0.0000,12146
1150706,00999A,主動野村臺灣高息,15173711,168947385,11.28,11.29,11.00,11.03,-0.1400,2714
1150706,01001T,土銀富邦R1,159310,1831105,11.56,11.58,11.43,11.50,-0.0600,25
1150706,01002T,土銀國泰R1,40000,551590,13.80,13.80,13.78,13.80,0.0100,16
1150706,01004T,土銀富邦R2,72000,742600,10.31,10.35,10.30,10.31,0.0100,23
1150706,01007T,兆豐國泰R2,496000,6151540,12.45,12.47,12.38,12.44,-0.0100,182
1150706,01009T,王道圓滿R1,11000,62590,5.69,5.69,5.69,5.69,-0.0200,4
1150706,01010T,京城樂富R1,179050,1788270,10.01,10.01,9.97,10.00,0.0000,27
1150706,020000,富邦特選蘋果N,0,0,0.00,0.00,0.00,0.00,0.0000,0
1150706,020011,統一微波高息20N,0,0,0.00,0.00,0.00,0.00,0.0000,0
1150706,020012,富邦行動通訊N,0,0,0.00,0.00,0.00,0.00,0.0000,0
1150706,02001L,富邦蘋果正二N,116000,20914750,183.00,186.50,173.55,176.70,-6.2500,73
1150706,020020,元大台股領航N,8000,224460,28.05,28.15,27.76,27.76,0.0000,4
1150706,020028,元大特選電動車N,13000,257740,20.00,20.07,19.78,19.78,-0.1400,7
1150706,020029,元大ESG高股息N,6000,112130,18.70,18.70,18.63,18.70,0.0200,3
1150706,020030,統一智慧電動車N,24000,461280,19.31,19.31,18.77,18.77,-0.5400,3
1150706,020031,統一IC設計臺灣N,28000,296760,10.81,10.81,10.42,10.46,-0.3200,11
1150706,020032,元大綠能N,2000,21500,10.75,10.75,10.75,10.75,0.1800,2
1150706,020034,元大IC設計N,16000,229250,14.67,14.67,14.26,14.26,-0.1900,6
1150706,020036,元大金融配息N,10000,96780,9.67,9.70,9.67,9.70,0.1300,5
1150706,020037,元大金融高股息N,0,0,0.00,0.00,0.00,0.00,0.0000,0
1150706,020038,元大ESG配息N,3000,43290,14.43,14.43,14.43,14.43,0.1200,1
1150706,020039,元大加權N,2000,29880,14.94,14.94,14.94,14.94,0.0000,1
1150706,1101,台泥,15832509,376081185,23.80,23.90,23.65,23.70,0.0500,6141
1150706,1101B,台泥乙特,5110,223666,43.75,43.80,43.75,43.80,0.0500,10
1150706,1102,亞泥,11488969,422198512,36.50,36.90,36.40,36.55,0.1000,3667
1150706,1103,嘉泥,351094,4827666,13.70,13.80,13.65,13.75,0.1000,213
1150706,1104,環泥,782068,21540307,27.35,27.75,27.35,27.55,0.1500,517
1150706,1108,幸福,496674,6969748,13.95,14.15,13.95,14.10,0.2000,214
1150706,1109,信大,84345,1244931,14.75,14.80,14.70,14.80,0.1000,105
1150706,1110,東泥,453057,7295437,16.00,16.30,15.90,15.90,-0.0500,182
1150706,1201,味全,885935,11248855,12.80,12.80,12.60,12.70,0.0500,446
1150706,1203,味王,23165,986800,42.45,42.95,42.40,42.90,-0.4500,229
1150706,1210,大成,3934081,232460483,58.10,59.50,58.10,58.80,0.8000,3072
1150706,1213,大飲,90322,678651,7.50,7.67,7.39,7.58,-0.3200,74
1150706,1215,卜蜂,1822124,203864005,112.50,113.00,110.50,113.00,0.5000,2287
1150706,1216,統一,22603259,1758364529,76.40,78.40,76.40,77.80,1.5000,11642
1150706,1217,愛之味,1132014,11508371,10.20,10.25,10.10,10.20,0.0500,469
1150706,1218,泰山,1040070,17935627,17.20,17.30,17.10,17.30,-0.0500,725
1150706,1219,福壽,1433046,17610188,12.20,12.40,12.20,12.35,-0.0500,530
1150706,1220,台榮,69911,827324,11.90,11.90,11.75,11.85,0.0000,221
1150706,1225,福懋油,427765,11992574,28.30,28.45,27.85,28.05,-0.6000,517
1150706,1227,佳格,2862048,87186850,30.20,30.65,30.20,30.65,0.6500,1547
1150706,1229,聯華,4947554,217064651,43.75,44.20,43.60,43.70,-0.0500,3404
1150706,1231,聯華食,410006,36536953,88.50,89.90,88.10,89.10,0.6000,576
1150706,1232,大統益,933086,140900926,152.00,154.00,148.50,149.00,2.5000,1021
1150706,1233,天仁,36554,1027170,28.15,28.30,28.00,28.15,-0.0500,246
1150706,1234,黑松,91504,3042597,33.20,33.35,33.15,33.35,0.2000,126
1150706,1235,興泰,302020,11129347,36.90,36.90,36.60,36.90,-0.1000,16
1150706,1236,宏亞,85256,2185759,25.75,25.80,25.50,25.55,-0.0500,83
1150706,1256,鮮活果汁-KY,173009,34371770,199.00,203.00,193.50,199.00,6.0000,804
1150706,1301,台塑,75892637,4654512061,63.20,63.30,60.00,60.40,-1.7000,37611
1150706,1303,南亞,25164642,4771754044,200.00,200.00,181.00,185.00,-12.0000,24682
1150706,1304,台聚,31764016,473229202,15.80,15.80,14.45,14.70,-0.8000,9460
1150706,1305,華夏,8373855,119279219,14.65,14.65,14.00,14.10,-0.7500,3345
1150706,1307,三芳,2761151,92995637,33.60,34.70,32.95,33.15,0.0000,1769
1150706,1308,亞聚,17773474,280554154,16.80,17.00,15.10,15.50,-0.3500,5624
1150706,1309,台達化,16674364,265201752,16.60,16.60,15.40,15.60,-1.1000,5890
1150706,1310,台苯,38501497,460431522,12.05,12.45,11.65,11.80,0.4000,9977
1150706,1312,國喬,45851882,663527288,15.00,15.05,14.10,14.15,-0.9500,11943
1150706,1312A,國喬特,8000,177200,22.15,22.15,22.15,22.15,-0.1000,4
1150706,1313,聯成,35079980,486731306,14.50,14.50,13.40,13.55,-0.7500,9687
1150706,1314,中石化,368709661,3710188525,10.50,10.70,9.50,10.40,0.5200,70768
1150706,1315,達新,21076,1350623,65.00,65.00,63.80,64.30,0.3000,46
1150706,1316,上曜,2539821,27818627,11.25,11.25,10.75,10.75,-0.2000,1021
